time,latitude,longitude,location_id,location_name,sample_id,session_id,water_temperature,salinity,turbidity,ph,oxygen,oxygen_saturation,nitrogen,phosphorus,phosphate,silicate,nitrate_nitrite,ammonia,qa_comments
2016-07-26T17:21:00Z,20.967083,-156.68139,RPO,Pohaku,RPO160726,4,26.8,34.1,9.22,8.12,6.28,94.9,282.81,23.89,17.06,1116.96,200.67,6.69,
2016-07-26T17:50:00Z,20.949331,-156.691124,RKS,Kaanapali Shores,RKS160726,4,26.8,35.3,6.16,8.07,6.48,98.4,96.67,13.0,6.41,60.27,3.75,6.35,
2016-07-26T18:12:00Z,20.936669,-156.69278,RAB,Airport Beach,RAB160726,4,27.2,35.3,1.5,8.14,6.48,99.1,87.42,13.39,6.82,267.63,16.56,6.02,
2016-07-26T18:36:00Z,20.910347,-156.689382,RCB,Canoe Beach,RCB160726,4,27.2,34.6,4.39,8.12,6.57,100.1,111.92,14.07,9.14,449.68,40.03,4.68,
2016-07-26T18:59:00Z,20.904476,-156.685931,RWA,Wahikuli,RWA160726,4,27.4,34.8,3.22,8.15,6.51,99.8,87.81,15.67,9.77,467.63,13.19,4.55,
2016-07-27T17:28:00Z,20.86732,-156.67605,PFF,505 Front Street,PFF160727,4,27.4,34.7,NaN,8.04,5.9,90.2,71.18,13.84,9.21,483.78,3.08,9.48,Turbidity QA'ed out
2016-07-27T18:05:00Z,20.86485,-156.67374,PLH,Lindsey Hale,PLH160727,4,27.4,35.0,8.05,8.02,5.9,90.5,85.14,13.66,10.11,408.47,7.68,6.57,
2016-07-27T18:28:00Z,20.86356,-156.67297,PLT,Lahaina Town,PLT160727,4,27.6,35.2,3.7,8.0,5.65,87.0,75.74,11.26,7.09,217.97,7.19,5.11,
2016-07-27T19:09:00Z,20.84236,-156.653035,OLP,Launiupoko,OLP160727,4,28.1,35.6,0.88,8.13,6.52,101.4,71.08,10.63,4.47,29.59,1.24,3.97,
2016-07-27T19:39:00Z,20.80916,-156.62289,OSF,Olowalu Shore Front,OSF160727,4,27.8,35.5,0.98,8.12,6.89,106.6,88.96,10.52,4.72,44.64,3.82,5.97,
2016-07-28T17:25:00Z,20.808444,-156.619697,OPM,Peter Martin Hale,OPM160728,4,26.3,35.3,0.93,8.03,5.77,86.9,90.37,10.08,4.59,294.07,3.19,11.32,
2016-07-28T17:55:00Z,20.80986,-156.61369,OCO,Camp Olowalu,OCO160728,4,26.6,35.5,12.43,8.05,6.47,98.1,64.44,9.97,6.95,560.0,1.65,42.04,
2016-07-28T18:15:00Z,20.80915,-156.60661,OMM,Mile Marker 14,OMM160728,4,26.8,35.4,3.18,7.99,5.83,88.6,70.46,10.01,6.42,261.28,3.33,6.3,
2016-07-28T18:40:00Z,20.79448,-156.58142,OUB,Ukumehame Beach,OUB160728,4,27.0,35.6,7.46,8.11,6.81,104.0,73.55,10.71,4.75,76.83,1.09,9.69,
2016-07-28T19:10:00Z,20.793809,-156.575211,OPB,Papalaua,OPB160728,4,26.2,35.6,3.74,8.13,6.99,105.2,72.91,9.33,2.85,55.37,1.02,4.39,
2016-07-28T19:30:00Z,20.792747,-156.567326,OPP,Papalaua Pali,OPP160728,4,26.8,35.3,1.66,8.11,6.86,104.2,71.58,11.41,2.85,156.17,1.97,7.43,
2016-08-09T17:20:00Z,20.967083,-156.68139,RPO,Pohaku,RPO160809,5,26.5,34.4,4.59,8.09,6.23,93.8,156.99,18.41,9.96,592.29,110.4,4.87,
2016-08-09T17:45:00Z,20.949331,-156.691124,RKS,Kaanapali Shores,RKS160809,5,25.8,34.9,5.81,8.03,6.38,95.1,76.01,14.15,7.25,373.12,10.63,3.85,
2016-08-09T18:11:00Z,20.936669,-156.69278,RAB,Airport Beach,RAB160809,5,27.1,35.4,0.42,8.12,6.27,96.7,70.02,14.87,6.66,322.69,22.6,2.38,
2016-08-09T18:33:00Z,20.910347,-156.689382,RCB,Canoe Beach,RCB160809,5,27.3,35.1,2.3,8.14,6.57,100.5,102.63,16.01,8.63,509.76,55.5,5.4,
2016-08-09T18:52:00Z,20.904476,-156.685931,RWA,Wahikuli,RWA160809,5,27.2,35.3,0.73,8.16,6.58,100.6,63.27,14.74,6.01,268.63,7.89,4.72,
2016-08-10T17:26:00Z,20.86732,-156.67605,PFF,505 Front Street,PFF160810,5,27.0,34.6,0.96,8.06,5.87,89.0,50.94,13.33,6.11,258.54,4.44,1.5,NH4 below detectable limit
2016-08-10T17:52:00Z,20.86485,-156.67374,PLH,Lindsey Hale,PLH160810,5,27.3,35.0,5.5,8.02,5.53,84.5,61.9,11.79,9.56,447.2,8.71,11.9,
2016-08-10T18:15:00Z,20.86356,-156.67297,PLT,Lahaina Town,PLT160810,5,27.5,35.1,4.34,8.04,5.74,88.1,72.34,14.43,5.83,349.5,13.55,5.49,
2016-08-10T18:56:00Z,20.84236,-156.653035,OLP,Launiupoko,OLP160810,5,28.2,35.8,4.02,8.1,6.57,102.2,55.04,11.77,4.62,116.02,3.03,1.5,NH4 below detectable limit
2016-08-10T19:19:00Z,20.80916,-156.62289,OSF,Olowalu Shore Front,OSF160810,5,27.9,35.8,1.45,8.07,6.78,105.1,54.7,11.68,4.27,76.48,4.77,3.61,
2016-08-11T17:35:00Z,20.808444,-156.619697,OPM,Peter Martin Hale,OPM160811,5,26.6,35.2,1.65,7.96,5.41,81.9,64.31,12.65,4.43,187.55,4.51,1.77,
2016-08-11T18:00:00Z,20.80986,-156.61369,OCO,Camp Olowalu,OCO160811,5,27.2,35.6,3.28,8.06,6.18,94.7,48.57,13.29,3.89,256.82,2.44,1.55,
2016-08-11T18:30:00Z,20.80915,-156.60661,OMM,Mile Marker 14,OMM160811,5,26.6,35.4,5.87,8.04,6.12,92.7,74.31,12.79,5.42,302.71,3.5,3.26,
2016-08-11T18:50:00Z,20.79448,-156.58142,OUB,Ukumehame Beach,OUB160811,5,27.2,35.5,10.63,8.08,6.66,102.0,54.1,13.2,3.98,66.18,3.16,1.92,
2016-08-11T19:15:00Z,20.793809,-156.575211,OPB,Papalaua,OPB160811,5,27.4,35.7,3.81,8.14,6.89,106.0,51.97,9.41,2.49,61.77,2.73,1.5,NH4 below detectable limit
2016-08-11T19:40:00Z,20.792747,-156.567326,OPP,Papalaua Pali,OPP160811,5,27.3,35.3,2.33,8.14,7.17,109.9,50.55,8.52,4.06,180.81,3.06,1.5,NH4 below detectable limit
2016-08-23T17:15:00Z,20.967083,-156.68139,RPO,Pohaku,RPO160823,6,27.1,34.5,3.98,7.86,5.9,90.2,180.79,18.64,14.45,710.64,126.76,5.05,
2016-08-23T17:39:00Z,20.949331,-156.691124,RKS,Kaanapali Shores,RKS160823,6,26.6,26.7,10.63,8.04,6.36,92.5,90.19,15.02,8.59,496.44,15.22,3.19,
2016-08-23T18:08:00Z,20.936669,-156.69278,RAB,Airport Beach,RAB160823,6,27.8,35.3,0.46,8.0,5.84,90.7,87.24,13.12,7.32,350.09,25.95,1.89,
2016-08-23T18:28:00Z,20.910347,-156.689382,RCB,Canoe Beach,RCB160823,6,27.9,35.3,0.71,8.06,6.36,99.0,94.47,14.38,7.2,352.84,34.43,2.08,
2016-08-23T18:47:00Z,20.904476,-156.685931,RWA,Wahikuli,RWA160823,6,28.0,35.7,0.63,8.06,6.23,97.4,71.25,14.83,6.2,224.59,10.41,1.5,NH4 below detectable limit
2016-08-24T17:32:00Z,20.86732,-156.67605,PFF,505 Front Street,PFF160824,6,27.9,35.0,4.43,8.05,6.12,94.6,69.42,21.92,13.31,547.85,4.31,5.09,
2016-08-24T18:20:00Z,20.86485,-156.67374,PLH,Lindsey Hale,PLH160824,6,28.4,35.2,25.4,8.01,5.44,85.0,91.13,19.38,10.92,699.52,28.62,5.08,
2016-08-24T18:42:00Z,20.86356,-156.67297,PLT,Lahaina Town,PLT160824,6,28.3,35.7,6.57,8.03,5.84,91.3,82.15,16.98,8.93,344.26,11.7,2.18,
2016-08-24T19:13:00Z,20.859233,-156.669442,PPU,Makila Point,PPU160824,6,28.4,35.5,NaN,8.09,6.44,100.7,75.09,13.6,3.7,267.73,6.64,3.45,Turbidity QA'ed out
2016-08-24T19:38:00Z,20.84236,-156.653035,OLP,Launiupoko,OLP160824,6,28.6,36.1,3.77,8.13,6.39,100.6,74.93,15.49,4.26,103.05,2.59,1.65,
2016-08-24T20:00:00Z,20.80916,-156.62289,OSF,Olowalu Shore Front,OSF160824,6,29.0,36.0,1.3,8.1,6.85,108.5,79.93,13.9,4.6,113.47,4.55,3.72,
2016-08-25T17:20:00Z,20.808444,-156.619697,OPM,Peter Martin Hale,OPM160825,6,27.3,36.2,1.6,7.95,5.25,80.9,72.15,14.75,4.99,169.91,6.19,2.62,
2016-08-25T17:45:00Z,20.80986,-156.61369,OCO,Camp Olowalu,OCO160825,6,28.2,36.5,2.68,7.99,5.49,85.7,66.51,13.81,4.95,238.92,5.16,1.5,NH4 below detectable limit
2016-08-25T18:00:00Z,20.80915,-156.60661,OMM,Mile Marker 14,OMM160825,6,27.4,36.0,3.63,7.94,5.6,86.2,62.23,12.75,5.12,280.11,5.63,1.66,
2016-08-25T18:10:00Z,20.79448,-156.58142,OUB,Ukumehame Beach,OUB160825,6,27.8,36.2,15.23,7.99,6.3,97.6,67.52,14.74,3.78,90.14,4.4,1.5,NH4 below detectable limit
2016-08-25T18:25:00Z,20.793809,-156.575211,OPB,Papalaua,OPB160825,6,27.7,35.9,5.75,8.03,6.6,102.1,83.51,16.05,4.17,243.97,5.83,4.0,
2016-08-25T18:35:00Z,20.792747,-156.567326,OPP,Papalaua Pali,OPP160825,6,27.9,36.0,2.97,8.05,6.57,101.9,59.46,12.41,4.08,164.99,4.22,1.5,NH4 below detectable limit
2016-09-06T17:21:00Z,20.967083,-156.68139,RPO,Pohaku,RPO160906,7,26.7,34.9,10.9,8.11,6.31,95.4,137.96,18.44,12.09,626.96,83.69,4.98,
2016-09-06T17:50:00Z,20.949331,-156.691124,RKS,Kaanapali Shores,RKS160906,7,26.1,35.5,6.16,8.15,6.42,96.7,66.51,16.19,6.75,144.16,4.15,1.65,
2016-09-06T18:10:00Z,20.936669,-156.69278,RAB,Airport Beach,RAB160906,7,27.3,35.3,1.45,8.21,6.41,98.2,81.25,15.44,7.41,368.38,26.83,1.5,NH4 below detectable limit
2016-09-06T18:31:00Z,20.910347,-156.689382,RCB,Canoe Beach,RCB160906,7,27.7,35.2,2.17,8.23,6.45,99.6,94.08,19.79,8.41,405.02,34.91,2.48,
2016-09-06T18:54:00Z,20.904476,-156.685931,RWA,Wahikuli,RWA160906,7,27.8,35.4,3.24,8.23,6.42,99.3,68.4,21.59,9.15,355.63,9.97,1.5,NH4 below detectable limit
2016-09-07T17:48:00Z,20.86732,-156.67605,PFF,505 Front Street,PFF160907,7,27.1,34.5,6.47,8.0,6.18,94.1,61.97,20.83,12.84,903.66,6.45,2.04,
2016-09-07T18:19:00Z,20.86356,-156.67297,PLT,Lahaina Town,PLT160907,7,27.5,36.6,4.33,8.01,6.06,94.0,87.18,11.37,7.85,164.84,5.45,5.25,
2016-09-07T18:46:00Z,20.86485,-156.67374,PLH,Lindsey Hale,PLH160907,7,27.5,36.5,6.77,7.96,6.07,94.2,71.64,10.36,5.46,99.94,5.97,2.61,
2016-09-07T19:10:00Z,20.84236,-156.653035,OLP,Launiupoko,OLP160907,7,27.8,36.7,2.31,7.97,6.26,97.8,73.69,11.47,4.37,70.91,3.11,2.05,
2016-09-07T19:39:00Z,20.80916,-156.62289,OSF,Olowalu Shore Front,OSF160907,7,28.4,37.0,1.12,8.06,6.55,103.3,82.56,13.03,4.24,63.23,4.7,4.48,
2016-09-08T17:10:00Z,20.808444,-156.619697,OPM,Peter Martin Hale,OPM160908,7,26.7,36.1,3.03,8.15,6.03,91.9,63.84,13.04,4.22,150.76,4.74,1.5,NH4 below detectable limit
2016-09-08T17:35:00Z,20.80986,-156.61369,OCO,Camp Olowalu,OCO160908,7,25.8,36.0,34.6,8.12,6.53,98.0,92.16,12.98,5.25,259.77,4.71,4.29,
2016-09-08T18:00:00Z,20.80915,-156.60661,OMM,Mile Marker 14,OMM160908,7,26.6,35.9,9.39,8.09,6.31,96.0,59.11,11.34,5.15,189.13,4.15,2.1,
2016-09-08T18:28:00Z,20.793809,-156.575211,OPB,Papalaua,OPB160908,7,26.2,35.9,7.54,8.18,6.65,100.4,64.37,10.55,3.44,74.29,3.42,1.97,
2016-09-20T17:15:00Z,20.967083,-156.68139,RPO,Pohaku,RPO160920,8,26.4,35.7,8.26,7.98,6.22,94.4,112.75,16.85,11.33,374.1,44.09,4.91,
2016-09-20T17:30:00Z,20.949331,-156.691124,RKS,Kaanapali Shores,RKS160920,8,25.9,32.4,12.07,8.0,6.52,96.2,162.42,16.77,9.1,854.64,12.6,10.28,
2016-09-20T17:50:00Z,20.936669,-156.69278,RAB,Airport Beach,RAB160920,8,27.1,35.6,1.27,8.03,6.31,96.6,193.38,18.32,7.53,364.08,18.0,9.23,
2016-09-20T18:10:00Z,20.910347,-156.689382,RCB,Canoe Beach,RCB160920,8,27.4,36.1,3.09,8.02,6.34,97.7,131.44,19.71,7.27,318.73,24.77,10.46,
2016-09-20T18:30:00Z,20.904476,-156.685931,RWA,Wahikuli,RWA160920,8,27.4,36.7,3.19,8.05,6.33,98.0,149.8,17.62,7.24,385.18,10.43,7.07,
2016-09-21T17:22:00Z,20.86732,-156.67605,PFF,505 Front Street,PFF160921,8,27.0,33.1,12.37,8.04,6.31,94.9,79.95,24.54,15.91,1564.76,14.28,6.9,
2016-09-21T17:52:00Z,20.86485,-156.67374,PLH,Lindsey Hale,PLH160921,8,27.1,34.4,40.1,8.03,6.08,92.3,108.6,29.24,14.43,571.44,24.79,16.65,
2016-09-21T18:20:00Z,20.86356,-156.67297,PLT,Lahaina Town,PLT160921,8,26.9,34.3,45.33,7.98,6.0,90.8,111.62,22.22,13.5,660.22,27.32,7.55,
2016-09-21T19:05:00Z,20.84236,-156.653035,OLP,Launiupoko,OLP160921,8,27.7,34.9,10.26,8.11,6.36,97.8,71.98,11.69,5.61,209.47,6.33,7.47,
2016-09-21T19:36:00Z,20.80916,-156.62289,OSF,Olowalu Shore Front,OSF160921,8,27.6,34.8,2.35,8.17,6.58,101.2,69.95,12.28,4.4,59.63,4.63,3.42,
2016-09-22T17:15:00Z,20.808444,-156.619697,OPM,Peter Martin Hale,OPM160922,8,27.1,36.6,11.13,7.93,6.26,96.5,71.8,14.8,5.33,145.77,3.94,2.35,
2016-09-22T17:52:00Z,20.80986,-156.61369,OCO,Camp Olowalu,OCO160922,8,26.6,36.7,26.07,7.86,6.44,98.6,62.81,14.25,7.22,915.02,4.44,4.86,
2016-09-22T18:21:00Z,20.80915,-156.60661,OMM,Mile Marker 14,OMM160922,8,27.0,36.1,13.8,7.93,6.4,98.0,74.95,13.51,6.54,270.22,6.28,13.77,
2016-09-22T18:50:00Z,20.79448,-156.58142,OUB,Ukumehame Beach,OUB160922,8,27.7,37.1,14.63,8.03,6.43,100.3,68.23,13.63,4.85,59.54,4.86,10.52,
2016-09-22T19:07:00Z,20.793809,-156.575211,OPB,Papalaua,OPB160922,8,27.5,36.1,14.4,8.09,6.58,101.8,67.81,13.53,4.31,56.18,4.01,8.8,
2016-09-22T19:25:00Z,20.792747,-156.567326,OPP,Papalaua Pali,OPP160922,8,27.6,36.1,13.03,8.03,6.5,100.6,69.16,11.45,5.68,303.01,8.82,11.87,
2016-10-04T17:37:00Z,20.967083,-156.68139,RPO,Pohaku,RPO161004,9,26.9,34.4,5.38,8.09,6.03,91.4,109.8,21.4,11.98,496.53,52.67,7.02,
2016-10-04T17:58:00Z,20.949331,-156.691124,RKS,Kaanapali Shores,RKS161004,9,26.9,34.4,7.76,8.08,6.2,94.1,69.4,16.92,6.58,211.98,10.53,6.14,
2016-10-04T18:17:00Z,20.936669,-156.69278,RAB,Airport Beach,RAB161004,9,27.8,34.3,0.52,8.12,6.19,95.2,85.59,17.23,5.65,317.64,24.89,4.84,
2016-10-04T18:35:00Z,20.910347,-156.689382,RCB,Canoe Beach,RCB161004,9,27.9,34.0,1.99,8.15,6.42,98.8,118.93,13.51,8.2,583.21,64.14,7.29,
2016-10-04T18:53:00Z,20.904476,-156.685931,RWA,Wahikuli,RWA161004,9,27.8,34.6,1.84,8.17,6.35,97.9,67.41,13.09,6.05,319.78,10.07,1.76,
2016-10-05T18:16:00Z,20.86732,-156.67605,PFF,505 Front Street,PFF161005,9,27.6,35.5,3.32,7.79,5.9,91.3,78.97,12.6,8.91,459.1,4.15,3.09,
2016-10-05T18:48:00Z,20.86485,-156.67374,PLH,Lindsey Hale,PLH161005,9,27.8,35.4,14.73,7.89,5.44,84.3,72.92,12.45,8.85,614.34,9.88,12.31,
2016-10-05T19:10:00Z,20.86356,-156.67297,PLT,Lahaina Town,PLT161005,9,28.2,36.0,20.37,7.87,5.53,86.4,82.07,12.27,8.79,506.44,16.64,13.89,
2016-10-05T19:35:00Z,20.859233,-156.669442,PPU,Makila Point,PPU161005,9,28.3,36.5,2.61,8.11,6.42,100.6,75.6,8.21,3.74,148.48,1.88,11.91,
2016-10-05T20:00:00Z,20.84236,-156.653035,OLP,Launiupoko,OLP161005,9,28.8,37.3,3.36,7.97,6.45,102.4,64.15,7.69,3.65,130.16,2.02,11.8,
2016-10-05T20:23:00Z,20.80916,-156.62289,OSF,Olowalu Shore Front,OSF161005,9,28.8,37.2,2.07,7.99,6.73,106.9,64.41,8.94,4.53,95.75,4.8,4.55,
2016-10-06T17:30:00Z,20.808444,-156.619697,OPM,Peter Martin Hale,OPM161006,9,26.7,34.9,7.28,8.0,5.94,89.9,66.13,11.01,5.36,184.5,4.33,2.85,
2016-10-06T17:55:00Z,20.80986,-156.61369,OCO,Camp Olowalu,OCO161006,9,26.8,34.9,9.11,8.06,6.23,94.5,61.49,12.19,5.14,330.13,3.23,3.27,
2016-10-06T18:15:00Z,20.80915,-156.60661,OMM,Mile Marker 14,OMM161006,9,26.7,35.0,6.72,8.02,6.08,92.1,59.98,13.14,5.31,250.59,5.07,2.87,
2016-10-06T18:35:00Z,20.79448,-156.58142,OUB,Ukumehame Beach,OUB161006,9,27.2,34.8,13.27,8.09,6.41,97.7,61.32,12.66,4.81,84.83,2.93,2.65,
2016-10-06T19:02:00Z,20.793809,-156.575211,OPB,Papalaua,OPB161006,9,27.7,35.0,7.3,8.11,6.59,101.3,57.25,10.65,3.85,105.42,3.46,3.13,
2016-10-06T19:22:00Z,20.792747,-156.567326,OPP,Papalaua Pali,OPP161006,9,28.1,34.9,4.07,8.1,6.47,100.2,55.67,12.38,4.64,110.7,2.53,7.04,
2016-10-18T17:39:00Z,20.967083,-156.68139,RPO,Pohaku,RPO161018,10,26.6,36.0,8.45,7.95,6.23,95.0,105.57,12.87,11.67,399.05,38.62,10.94,
